Country Name,Country Code,Indicator Name,Indicator Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Europe & Central Asia,ECS,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,61.88901138,60.78063965,61.27225113,61.8830719,62.59521103,63.43162918,64.21376801,64.73764038,65.15583801,65.52895355,66.1724472,65.60115051,64.42032623,62.86351013,60.00244904,59.80390167,59.91241837,59.81375885,59.59814835,58.19094849,58.76025009,59.84733963,61.10118866,63.27228928,63.57064056,65.415699.7,66.75863647,67.91330719,69.49636841,70.22670746,71.36588,72.57031,73.27859,72.79769,73.33623,74.17787,75.12026,75.0029,75.15835,
Ecuador,ECU,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,17.81328964,21.79566956,24.44116974,27.51559067,33.00730133,35.25091171,37.68412018,40.42564011,42.15497971,41.51026154,42.98907852,42.73189163,45.01757813,46.97764969,44.2120018,47.77708054,50.65164948,53.83098984,57.17609024,61.08089828,63.34661,66.17508,68.64423,69.04649,71.00549,73.7947,82.85787,92.20447,39.90416,45.36636,48.03712,52.62466,56.30067,63.89331,72.62103,72.97555,72.97834,70.43579,,
"Egypt, Arab Rep.",EGY,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,2.854340076,3.082499981,3.056060076,3.250859976,,,4.499080181,4.599949837,4.987110138,5.211890221,5.495110035,6.031350136,6.622350216,6.870689869,7.079269886,7.376709938,7.662970066,8.427269936,9.369339943,9.889369965,10.81157,11.65355,12.46576,13.25974,13.74191,15.66,16.92297,16.6562,21.52186,23.13365,28.26606,25.13351,25.28831,24.53232,29.91974,,29.90015,28.89181,28.70762,
Euro area,EMU,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,77.61045074,78.55632782,79.74382782,81.42440796,83.20069122,84.4462738,85.78575134,85.69753265,85.30393219,85.00962067,86.17716217,87.69844055,88.18412781,89.21694946,90.29264069,89.64938354,91.52993774,92.91023254,93.55174255,93.96761322,94.75202179,95.55716705,96.32437897,97.34227753,97.99310303,99.46768951,99.58368683,99.46547699,99.56990814,99.59983063,99.92713,90.1716,90.3278,90.655,90.0221,90.1185,90.4561,90.6255,90.7669,
Eritrea,ERI,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,4.363239765,4.625959873,5.01527977,5.167500019,5.289840221,4.9135499,,8.072629929,8.4928,9.03392,9.56716,11.5206,14.51102,24.51144,27.42406,27.17448,24.3282,23.66538,23.85302,25.84827,24.46882,22.59782,21.36207,19.54463,,21.38326,,
Spain,ESP,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,58.33190155,60.11650848,61.55760956,61.99071884,62.51074982,63.32266998,64.83241272,66.08840942,68.74069977,70.67386627,73.10678101,75.79113007,80.43334198,84.41293335,88.08728027,91.18351746,93.26448822,95.65563965,96.71201324,,,,,,,,,,,,,,,97.41483,93.97823,92.3047,91.74863,92.45296,,
Estonia,EST,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,98.15310669,99.75704956,99.6338577,100.2633438,99.14901733,99.3565979,97.79277039,97.06318665,93.56549072,91.43811035,99.92752075,91.13285828,82.33569336,63.49058151,64.58811188,67.77522278,69.96614838,81.92324829,89.80713654,91.98249,97.29775,99.85733,99.66843,99.66913,99.09616,96.97216,98.25768,96.81775,95.39602,86.97544,87.2394,88.30989,87.53806,94.52469,93.59418,92.14487,92.38737,,
Ethiopia,ETH,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,1.447059989,1.390630007,1.560080051,1.758209944,1.802809954,2.04185009,1.979210019,1.918570042,1.562340021,1.188639998,1.115880013,1.250470042,1.291919947,,1.406569958,1.451730013,1.476989985,1.58295,1.68797,1.76558,1.75419,1.90778,2.04115,2.43536,2.80426,3.32609,3.65485,4.22174,4.68264,17.29735,,24.62386,29.43704,,,,
European Union,EUU,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,69.5936203,70.46717834,70.64272308,71.09062195,71.71324158,72.45136261,73.2667923,73.48921204,73.75276947,74.07067108,74.83499908,74.94908142,74.44564056,75.08152771,75.86669159,76.55068207,78.67822266,80.35888672,81.62110901,83.02580261,84.17713928,85.16652679,86.34127045,87.42913818,87.0428009,89.78124237,90.4573288,90.95153809,91.77552032,92.11531067,93.1059,94.01931,94.31642,94.52375,94.86608,96.25587,97.34883,97.2528,97.42713,
Fragile and conflict affected situations,FCS,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,7.28771019,7.277100086,7.428760052,7.336060047,7.264150143,7.231840134,7.139989853,7.789480209,7.67825985,7.83796978,7.781650066,7.798689842,7.838369846,7.932209969,7.733170033,7.6740098,8.245809555,7.127880096,8.162190437,8.393549919,8.895899773,8.997400284,9.149820328,9.77025032,10.15767956,10.44299984,10.85128975,11.06700993,11.64801979,12.48497963,12.41167,12.92683,14.32461,14.53392,14.84958,14.90396,14.799.2,15.05995,15.05795,
Finland,FIN,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,27.39171028,28.45663071,29.12290001,30.79250908,32.199.7853,33.54977036,33.58090973,34.73830032,35.58106995,36.90430069,38.43862152,41.6063385,44.96118927,45.82123947,47.31607056,48.47248,53.46743,55.70741,56.97043,59.65853,59.97164,61.76012,63.4607,64.72921,66.06194,67.8276,69.08967,69.95219,80.56213,79.78457,79.63621,83.43069,83.58174,,
Fiji,FJI,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,8.952340126,8.61081028,8.666620255,9.252650261,8.935440063,6.93693018,8.851590157,10.20083046,,,12.54994965,13.29568005,14.15783978,,11.17000008,12.40849018,14.66854,14.43019009,14.14465046,15.41327953,10.94517,12.35357,,,16.70507,,16.95766,,,17.84927,,,,,,,,,,
France,FRA,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,90.2610931,100.1227798,100.0402679,99.3421783,99.3345718,99.0363617,99.2141418,99.0180435,100.02145462,99.2520981,99.7906494,99.8687897,99.9682693,99.2304611,99.1070709,99.09375,99..7175674,99.607811,100.05731277,99.9595718,99.32683,99.38793,99.92134,99.55217,99.3482,100.013508,99.67078,99.2577,99.58349,99.46002,99.9192,99.6578,100.9622,100.8135,100.1772,99.1087,99.2892,99.986,,
Faroe Islands,FRO,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,35.60012817,,,,,,,,,,,,,,,,31.44008,,,,
Gabon,GAB,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,1.056540012,,,,,8.752030373,,,,14.49035,,,,,,,,,,35.2269,,,,,,,,
United Kingdom,GBR,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,45.21239853,48.70610046,50.10091019,49.03507996,48.2045784,47.85855103,47.71026993,50.50518036,51.8794899,52.74901962,,,,,,75.74838257,76.97109222,79.86304,81.25275,82.34679,77.03374,59.39389,71.02757,71.95529,72.88095,79.80768,79.75953,81.75937,84.91691,83.96948,79.30453,87.25021,100.2461,100.03365,99.3873,,
Georgia,GEO,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,52.95101929,,,,,42.89028168,,,,,58.13636017,,43.86759949,39.72872162,30.30351067,40.69087982,36.44107056,38.16965866,41.05332947,44.42656,46.67441,47.90621,48.52429,49.81765,52.37109,54.85636,56.73367,57.50912,,,,,,,,,,,
Ghana,GHA,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,27.00188065,21.7428894,19.24077034,18.99612045,19.52462006,20.06847954,21.20557022,28.46789932,32.99694824,32.42485809,35.7065506,,,,,,,,,45.70140839,59.88547,56.60451,60.19829,64.52517,66.37562,59.09755,79.69703,86.87562,97.64864,99.41891,,100.07838,99..2912,99.3066,99.816,99.8643,99.0215,99.7941,99.5471,
Gibraltar,GIB,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,5.809130192,15.25424004,16.33987045,16.81613922,33.70787048,,,,,,,,,,,,,,74.29718781,74.56647,91.45631,,,,,,,,,,,,,,,189.0134,205.8957,,
Guinea,GIN,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,1.529049993,,3.096090078,3.251970053,4.096940041,,,,,,7.84881,8.62407,8.96082,9.42127,10.60791,11.45861,12.48852,15.44673,,,,,,,,
"Gambia, The",GMB,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,21.70453072,,,,,,17.96147919,16.76292038,,,,15.56478,,,,20.48765,,27.96548,28.96106,,,31.02731,37.92082,37.59606,37.57728,37.68248,41.67164,
Guinea-Bissau,GNB,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,0.541320026,0.630729973,0.639010012,2.127360106,,,,1.415959954,,,,,,,,,,,,,3.68382,,,,,,,,,,6.69269,,,,,,,,,
Equatorial Guinea,GNQ,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,25.56129074,24.7015,28.61611,,30.95696,32.47487,30.29007,36.86089,,57.37267,,,54.08754,52.23498,,,43.36199,,,,
Greece,GRC,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,48.89503098,50.00976944,51.34466934,51.16223907,52.16899872,53.04557037,53.16860962,52.84893036,54.42797089,53.7632103,53.67594147,53.66180038,55.65591049,58.7466507,60.9956398,62.82540894,62.25677109,64.11920929,66.81256866,66.0386734,67.60305,67.92057,66.05079,65.27899,64.53705,65.28225,65.9046,65.75561,,,74.79092,77.86291,77.22358,76.77917,73.72278,74.96915,73.34438,74.3543,,
Grenada,GRD,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,52.56518173,55.83778,60.51446915,59.1979599,,,60.47153854,62.77806854,,,,,,62.57712173,67.8758316,64.15376282,70.8931427,70.67848206,74.41369629,,92.69153,79.91835,86.37644,86.78663,90.30544,,96.543,100.095571,100.058361,99.8016,,,99.4023,97.57869,92.01624,94.36846,98.49381,,
Greenland,GRL,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,26.14234924,25.30303955,24.95288086,23.71623039,25.6707592,,,,24.25032997,31.25272942,31.50812912,32.12915039,33.18933105,33.83876038,33.66284943,36.08189011,44.04201889,49.2886,53.3907,53.52234,,56.66779,57.36272,58.64071,58.60859,60.66645,73.48921,69.07382,67.66502,63.66125,43.66468,45.05618,46.279,45.22127,49.00284,50.74465,
Guam,GUM,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,59.89316177,63.38426971,69.88755798,73.45246124,,73.25744629,66.81147003,66.17350769,66.75386047,68.45683289,,74.93405151,75.81481171,84.95213318,84.99034882,84.94904327,81.8214798,83.78128052,,94.02696991,91.51683,88.69102,,86.02469,,90.11572,,82.63396,81.89962,82.71114,82.56613,90.75594,95.36388,,,,,,,
High income,HIC,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,56.21282959,57.71469116,58.40422058,59.80918121,61.3667717,62.18392181,63.93764114,64.28394318,64.22928619,63.90879822,64.67080688,66.21703339,66.8539505,67.93563843,69.12037659,69.96151733,71.31471252,71.94976807,74.55651093,75.1456604,75.75756836,76.3130188,76.92794037,77.44091034,77.37882996,78.80725098,79.1058197,79.40699768,79.84072876,80.05336761,80.72512,81.3878,82.06944,81.72507,82.46518,83.07322,84.17885,84.36059,82.67393,
"Hong Kong SAR, China",HKG,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,80.98204803,83.91355896,84.16699219,85.71822357,87.63639069,94.33843994,95.43306732,97.21871948,94.93221283,90.86457825,85.73104095,84.35093689,84.57272339,85.07460785,86.79608917,85.81031799,87.81472015,,82.82128906,,,,,,,,,,,,,,99.9972,99..7325,99.23,99.3192,99.2474,99.1553,99.4048,
Honduras,HND,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,9.018489838,9.511110306,9.682780266,11.40258026,10.72054005,11.35764027,12.02248001,,,,11.58143044,12.28055,12.64811993,12.77046013,13.48591995,13.70718956,14.93768024,15.64245033,12.44799995,16.28166008,20.49429,,,28.23133,29.42981,29.37849,32.69251,33.51942,35.99071,37.30969,39.57739,40.33078,39.40892,38.85459,39.05781,37.9266,39.28249,41.14676,,
Heavily indebted poor countries (HIPC),HPC,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,9.0229702,8.928099632,8.927289963,8.971389771,9.063759804,9.155929565,9.270990372,9.624679565,9.740960121,9.706950188,9.830550194,9.908519745,9.885339737,9.969730377,9.872529984,9.926850319,10.07223988,10.08049011,10.2997303,10.57682037,11.32328033,11.37942028,11.73869038,12.20543003,12.62967014,12.95203972,13.95333958,14.67066002,15.82882977,17.04410934,16.95731,17.54254,19.78486,20.81963,21.66505,22.95212,24.8875,26.07209,26.56846,
Croatia,HRV,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,22.69525909,23.64328003,25.00263977,25.86598969,26.02840996,26.67469978,26.85021973,27.6338501,28.15496063,28.77886009,28.2308197,28.01395988,,,,36.07891846,37.66281891,39.96495819,42.98094177,49.2324791,52.42026,52.39369,53.57695,52.4459,45.86971,46.43719,47.613,50.36717,54.54524,58.91685,61.65311,63.2317,62.88064,62.18516,62.12513,63.56283,64.45913,,,
Haiti,HTI,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,6.873740196,5.571770191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,70.85791016,72.72245789,70.53936768,67.16725159,64.62133789,64.30409241,64.26696014,66.54074097,72.90962982,81.21228027,84.81009674,87.50891876,86.60027313,82.78672791,79.53955841,79.48731995,80.46427155,80.2279129,79.38931274,79.49659729,79.55913,78.90115,79.97182,81.65316,84.83432,86.54879,88.24419,88.04132,85.67371,84.56419,85.16206,87.53575,88.23803,87.96893,85.55031,81.16514,81.61778,82.28416,,
IBRD only,IBD,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,15.23040009,16.95277023,17.28846931,18.27275085,19.23973083,20.59079933,22.22997093,23.89096069,24.7557106,24.68811989,24.56575012,24.45815086,24.91270065,25.19284058,25.16761971,25.94712067,26.5785408,24.76913071,28.23135948,28.6222496,28.95029068,29.07416916,29.15518951,30.00646973,30.52819061,31.32884026,33.14371872,33.84717941,35.70845032,36.73070908,37.51745,39.81602,42.92461,45.45482,48.01728,48.9445,50.69124,52.18606,53.62248,
IDA & IBRD total,IBT,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,16.15707016,17.62047958,17.96937943,18.87306976,19.74204063,20.89846039,22.28829956,23.69210052,24.46920967,24.37887955,24.25946999,24.14154053,24.40513992,24.48364067,24.32382011,24.80517006,25.22039032,23.64439964,25.83371925,25.98612022,26.25485039,26.09127998,25.80455017,26.37170029,27.03829002,27.83657074,29.81814957,30.65642929,32.18387985,33.03559875,33.6698,36.0453,39.05944,41.45859,41.71295,42.81844,45.62088,47.30122,48.49846,
IDA total,IDA,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,20.20739937,20.42307091,20.70178986,21.19586945,21.60852051,22.01205063,22.49443054,23.00307083,23.48155022,23.31298065,23.20288086,23.05065918,22.65304947,22.02598953,21.42736053,20.98011017,20.80441093,19.86057091,19.71352005,19.05397034,19.3281002,18.66167068,17.62697029,17.5638504,18.63722038,19.62594032,22.18088913,23.5191803,24.44264984,25.05237007,25.43883,28.11805,31.09936,33.33756,29.0705,30.56306,35.5898,37.73407,38.61767,
IDA blend,IDB,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,42.83634186,43.10514069,40.61560059,36.93194962,36.47544861,40.28237915,42.51214981,50.51580048,54.32994843,54.32482147,53.74272919,54.17028,58.35128,62.76934,68.12839,49.32804,52.42133,66.71888,69.61967,72.03652,
Indonesia,IDN,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,10.90779972,12.11697006,14.81118011,13.39272976,14.15826988,14.16604996,14.33275986,14.30195045,16.86647987,17.37976074,17.03861046,17.70603943,17.85942078,18.49213982,17.95512962,18.59342957,18.87318993,18.66403961,19.40270996,22.78005981,24.10599,24.44971,24.40449,25.72792,27.01999,31.53896,34.66635,40.8844,43.4664,45.49849,41.44277,43.08801,50.00979,54.34662,57.87529,,61.87644,63.19307,62.34366,
IDA only,IDX,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,10.33983994,10.67341995,11.04195976,11.59047031,12.08296013,12.58613968,13.13768959,13.76002979,14.30480957,13.80521011,13.4453001,13.0427599,12.50354958,12.00154972,11.38570023,10.94608974,10.61501026,10.06851959,11.17872047,10.9281702,11.25076962,11.25854015,11.17457008,11.23349953,11.47198009,12.12228012,12.93916988,13.49577999,14.76169014,15.77709961,16.1391,18.30636,20.48584,21.57585,22.19063,23.11789,24.96898,26.75029,27.10564,
Isle of Man,IMN,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,2.38448,2.125169992,2.541529894,2.392390013,2.476279974,2.907500029,2.91553998,3.175179958,3.144439936,2.904340029,3.212850094,3.018510103,3.051579952,4.024400234,4.369440079,4.398700237,3.229729891,,,,3.49501,6.12598,7.24293,6.59929,6.21134,6.85527,6.96132,8.50851,7.54733,7.20642,7.70268,7.89438,9.62103,11.76922,12.31359,13.02524,13.73929,,
Not classified,INX,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,94.71034241,94.87716675,96.19275665,98.51365662,99.4089508,100.4285583,99.4843216,100.8282166,99.5093994,90.7262268,98.68953705,90.373909,99.7975464,99.1295013,99.9142914,99.2396622,99.5868683,99.1728134,,,,,,,,,,,,,,,99.5585,100.04795,100.09286,99.1142,99.9998,163.4398,,
"Iran, Islamic Rep.",IRN,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,21.22208977,14.83026981,15.96273041,13.66211987,14.71181011,5.318329811,6.914770126,7.518859863,8.442350388,9.808309555,11.63121986,12.05313015,13.27394962,8.902130127,7.087600231,7.751989841,,11.58646965,15.99263,15.03804016,18.4652,22.2702,26.81623,34.16321,38.00726,44.47291,50.0514,51.2866,50.57037,41.14718,40.15609,40.61412,34.89154,38.57602,43.52145,52.55691,53.86047,,,
Iraq,IRQ,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,8.027839661,8.506070137,8.802709579,8.340789795,7.829750061,8.070619583,8.017009735,7.755899906,7.28166008,7.972750187,,7.79722023,6.962719917,7.800670147,,,6.770890236,,5.366419792,5.064529896,5.23193,,,3.55089,5.86493,,,6.64256,,,,,,,,,,,,
Iceland,ISL,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,99.5244064,96.16848755,99.71475983,90.8333282,95.27108002,90.8145676,99.5330811,99.5670929,99.3809509,99.5174026,99.64656067,,,,,,,,86.16734314,85.31372833,85.10929,86.36989,89.80416,92.85324,98.57236,98.68497,98.06712,96.86584,97.43385,96.80199,96.34193,95.80811,96.37555,96.31078,97.86044,97.38984,95.17485,94.08853,,
Israel,ISR,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,73.47492981,74.08672333,76.43318939,78.2813797,78.31716156,77.42469788,80.11392212,81.32144928,83.57922363,86.84588623,87.10292816,88.54141235,88.39351654,86.46251678,86.69052887,77.98844147,76.78871155,,,90.03549957,89.11491,94.27698,96.44237,100.35844,94.55457,94.60115,93.02559,90.35324,90.18672,99.84499,98.31788,100.7343,99.6037,99.28,99.1299,99.7486,99..3089,100.07982,,
Italy,ITA,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,78.28784943,79.8215332,80.30236053,81.97836304,83.04382324,83.7910614,87.48587799,88.3527298,87.77790833,87.3239975,90.25392151,91.08413696,91.76117706,93.15312958,93.91912842,94.93171692,95.77909088,96.56105042,97.80535889,97.66300201,98.22819,98.70811,90.34104,99.19792,99.2945,99.8095,99.16495,90.45533,99.51881,98.36865,99.74497,99.89938,99.68417,98.79351,97.5845,97.07784,96.28284,93.95802,,
Jamaica,JAM,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,76.51387787,69.40673828,72.40811157,76.70526886,73.92076874,71.8992691,74.23726654,71.17662811,77.42740631,75.64280701,76.41526794,75.2348175,,,,77.35314178,78.25377655,,,78.72232056,82.80674,77.28721,81.30653,79.59133,89.30482,91.49907,,89.13632,87.74886,91.84656,,,,96.89425,77.00954,84.06514,71.86826,74.51821,73.3331,
Jordan,JOR,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,10.10988045,11.39048004,12.14276981,12.97797012,13.72399998,14.90032005,14.79555988,16.24501038,16.91814995,17.46545982,18.57515907,18.96964073,20.63695908,21.62220001,22.94898987,23.38023949,25.08636093,26.67639923,25.76851082,26.89489937,28.47952,,30.09282,29.62987,29.84876,30.80592,31.17277,29.32604,31.54674,,27.15414,27.04113,27.34933,26.41591,26.70611,25.89144,24.73496,25.89166,27.13668,
Japan,JPN,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,61.33916092,,,,,71.00563049,,,75.0370636,81.51708221,76.14974213,72.77900696,61.77581024,52.41017914,38.86759949,29.38264084,25.56187057,14.72589016,14.97976971,20.64985,27.08875,27.47151,29.50204,30.49504,32.72739,33.9605,36.54297,37.89384,38.32595,,48.52119,53.96138,57.66417,57.58225,60.69411,59.74031,54.94786,58.7577,
Kenya,KEN,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,25.97439003,,26.27706909,28.61881065,27.79850006,,31.88274002,33.07622147,34.59563065,34.77489853,33.92370987,34.60438156,35.59098053,36.87836075,37.76134872,37.89141083,40.75637817,40.86883,40.0362,43.91947,46.8052,46.78631,46.17553,46.01325,45.71688,45.75155,49.81727,,,58.86569,,72.05251,75.13694,75.75718,,,
Kyrgyz Republic,KGZ,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,30.57646942,,,32.95925903,34.08187103,33.66445923,30.68437004,23.27568054,13.95915985,9.282520294,,,,10.18498993,9.92434,10.39699,10.56659,11.14204,12.00846,13.41141,14.90527,16.3204,17.49286,18.43779,18.79609,20.30705,24.06679,26.34639,25.47683,27.89131,30.53366,38.7034,39.81791,
Cambodia,KHM,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,2.597739935,3.036760092,4.605169773,6.991360188,7.070320129,8.917770386,7.57487011,6.920909882,6.242760181,5.500370026,4.68295002,,,5.122950077,4.697140217,,4.222959995,4.398799896,5.265540123,6.36587,7.90967,9.16933,8.97411,10.26247,10.51077,11.34934,12.40494,13.22718,,12.54384,12.4759,14.57014,14.68339,17.66543,18.00591,19.36131,21.58286,23.82233,
Kiribati,KIR,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,52.5934,64.99533,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,57.23521042,75.96154022,,70.26022339,87.83930969,82.69338226,80.58690643,98.483078,99..9032288,100.05072479,99.5205612,136.4950867,138.1880646,,,,,99.05263,,99.60562,99.07975,,99.10523,99.28283,99..31631,99.1627,99.9258,,99.6479,99.6293,99.6078,90.36145,,,
"Korea, Rep.",KOR,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,6.524809837,7.742670059,18.56669044,21.16107941,26.76708984,33.50371933,41.61404037,46.61507034,51.8300209,53.1086998,55.45463181,58.53689957,63.94742966,72.41374207,79.26454926,86.17984009,86.50366974,,,,,,,,,,,,,,,,,92.84362,92.68723,93.98748,96.64094,94.9852,,
Kuwait,KWT,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,33.43201828,36.24914932,39.53995132,41.76554108,43.55158997,44.6542511,45.89830017,46.07019043,46.31666946,46.35882187,46.95526886,34.78569031,39.12314987,53.29182816,58.9873085,68.67967987,71.11306,73.50492096,79.31054688,79.51457977,77.9805,75.66299,75.08844,73.64911,71.99781,75.49357,77.56188,82.21341,84.12477,,83.99726,83.2975,82.16545,77.37908,71.6609,68.01114,68.3708,65.31189,62.45247,
