Country Name,Country Code,Indicator Name,Indicator Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Latin America & Caribbean (excluding high income),LAC,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,17.33909988,19.67412949,22.53923988,24.8136692,27.46610069,29.21526909,31.60103035,38.59072113,39.04663086,39.4778595,43.06336975,41.48876953,43.56953049,45.2480011,46.02347183,47.82722092,49.28900146,50.40108871,51.84294128,53.29534912,54.61651993,55.43239975,55.84881973,56.96701813,58.14529037,60.34955978,62.59848022,64.29025269,66.57016754,67.5831604,64.9838,67.30138,68.92956,71.64196,73.48682,74.43607,75.67998,76.81839,78.21741,
Lao PDR,LAO,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,1.255149961,1.670250058,3.01583004,3.161119938,3.953269958,4.704599857,6.149459839,,7.300280094,,7.097340107,7.044569969,6.037230015,6.200799942,6.504119873,6.78331995,7.368939877,7.782730103,7.763380051,7.385379791,7.58875,7.00504,7.03705,7.69132,8.35982,9.27452,10.22954,11.42482,14.54035,17.90417,20.05769,21.54165,24.85184,27.95121,31.84353,34.99728,39.72933,42.88727,46.68268,
Lebanon,LBN,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,59.11632156,58.39999008,56.5592308,56.34368896,,54.25733185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,68.69605255,,,,35.68727875,,,,,,,,,,,,,,30.85379028,48.69672012,75.64309,,,,,,,,,,,,,,160.0813,157.8227,134.3503,99.1788,,
Libya,LBY,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,3.468620062,3.978869915,,5.296790123,5.465630054,5.876850128,6.136559963,,,,,,,,,,,,,4.373919964,,7.45367,7.33924,,,,9.8199,,,,,,,,,,,,,
St. Lucia,LCA,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,53.73588181,61.67824173,,62.96461105,64.60875702,75.76956177,74.84819031,64.68338013,70.44776154,68.25060272,81.4799118,76.82231903,79.53762054,81.15731049,63.58244,64.94,65.49735,63.34834,65.96099,72.0056,69.52954,73.0468,77.64,79.3621,72.60187,74.31611,77.46886,76.68934,83.27967,73.95446,79.94859,79.80614,73.91699,
Latin America & Caribbean,LCN,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,18.01539993,20.3136692,23.16160965,25.37877083,27.9520092,29.76378059,32.12987137,38.9887886,39.46263885,39.88658905,43.40930939,41.83533096,44.00399017,45.7059288,46.52470016,48.36986923,49.87041092,50.86407852,52.377491,53.83810043,55.17623901,55.99422073,56.42850876,57.45114136,58.64925003,60.99755096,63.25307846,64.8738327,67.0984726,68.13276672,65.97009,68.35288,69.94794,71.67131,73.4505,74.35799,75.68242,76.76885,78.12603,
Least developed countries: UN classification,LDC,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,11.13473988,11.64410973,11.88638973,12.23785973,12.58347034,12.91800976,13.50949955,13.91302967,14.3222599,13.74493027,13.13963032,12.54074001,12.10184002,11.61985016,10.99320984,10.55628967,10.19513035,9.321109772,10.85375023,10.61141968,11.04891014,11.53818989,11.77136993,12.1677599,12.81291008,14.14076996,15.09496975,13.25562954,14.01527977,14.64480019,15.04587,17.30099,19.53003,20.6652,21.19479,21.94218,24.05254,25.90208,26.29798,
Low income,LIC,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,7.737589836,7.743140221,7.860690117,7.820049763,7.80464983,7.934800148,8.077130318,8.307370186,8.551050186,8.714039803,8.834910393,8.909259796,8.847689629,8.785059929,8.645310402,8.639220238,8.627900124,8.630350113,8.913240433,9.132029533,9.452500343,9.59844017,9.838370323,10.20973015,10.49777031,11.56023026,11.93260956,12.53143978,13.82411003,14.32388973,14.52298,15.18237,17.43978,18.06702,18.85186,19.90209,21.91444,23.23794,23.92091,
Liechtenstein,LIE,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,95.63679,99.76077,98.83586,99.37811,99.49367,96.08355,98.34938,99.7448,95.14436,99.33511,,99.6865,99.6364,99.6316,,,
Sri Lanka,LKA,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.97809,89.82805,90.58302,94.57365,94.86373,93.03466,91.49259,,,,
Lower middle income,LMC,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,16.98358917,16.8482399,17.06994057,17.26548958,17.64079094,17.9300499,18.49025917,18.69562912,19.38871002,19.25835037,19.00521088,19.04953003,18.76189995,18.43221092,18.72109985,18.90998077,18.96573067,15.50559998,15.94591999,15.65962029,16.00251007,15.88982964,16.94278908,17.86778069,18.51358986,19.35848045,21.90731049,22.28050995,23.54943085,23.75646973,23.87399,26.02575,28.19511,30.87428,29.53181,30.79826,34.29765,36.04213,36.82957,
Low & middle income,LMY,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,15.77095985,17.2414093,17.61445999,18.53393936,19.43058968,20.57601929,21.9595108,23.37158012,24.17320061,24.10424995,24.01008034,23.93761063,24.22579956,24.33008957,24.17448044,24.63825035,25.05021095,23.48521042,25.6328392,25.86767006,26.1312294,25.97081947,25.68606949,26.2642498,26.93741035,27.71202087,29.69091034,30.52486992,32.05548859,32.88605881,33.46024,35.82418,38.81677,41.24946,41.49353,42.60554,45.42365,47.11628,48.32596,
Lesotho,LSO,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,22.0440197,20.41090965,18.90507,26.0819,26.76932,27.31804,,30.57434,,,,,36.69504,42.06928,43.08889,40.01159,35.21066,39.34699,38.93557,,,
Late-demographic dividend,LTE,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,17.59815025,20.44949913,20.76243019,22.2748909,23.81780052,26.03935051,28.4337101,31.06048965,32.08713913,31.84602928,31.66354942,31.07089996,31.56491089,31.78281021,31.23665047,32.13531876,33.10562897,34.67369843,44.81040955,47.46440887,47.6827507,47.93392944,45.70272827,45.61315918,46.29288101,47.24403,49.18119812,50.90377045,53.51050186,55.71733856,57.42812,62.10034,67.98202,73.52224,76.17314,78.06234,81.15956,83.47969,85.92143,
Lithuania,LTU,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,51.79204178,,,,,64.75489807,,,66.67669678,61.5710907,58.31887054,48.6460495,40.09629059,30.6168499,33.85255051,37.4569397,40.48178101,45.89085007,52.31681061,56.57581,56.26279,58.72992,61.91777,62.85468,65.44399,71.22511,73.16586,76.53688,79.43165,78.80807,79.46977,80.25341,82.05432,84.91726,86.29649,87.18632,88.18839,,
Luxembourg,LUX,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,92.78993225,93.83157349,93.56877136,93.52172089,95.56777191,92.47402954,93.75678253,99.0942688,93.8183136,90.89543915,91.00894928,92.36042023,93.75270081,,96.09806061,99.9505005,94.52841187,92.39929199,92.26033783,71.09822845,77.69435,79.25459,83.40046,85.83948,84.41749,86.95141,87.39585,86.11487,86.907,,89.17076,88.62819,92.14579,93.76706,94.24956,93.22166,93.46552,91.90925,,
Latvia,LVA,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,57.48936081,,,,,67.79271698,,,,54.10377121,45.477211,37.16767883,27.53329086,31.05773926,37.42161179,43.6530304,47.0140419,49.72378159,58.17164993,63.93207,65.2011,67.87172,80.22722,80.84554,82.62648,83.45658,84.83051,86.46793,87.45212,85.87986,89.01871,90.30023,92.07738,93.48817,93.99822,94.94942,95.61825,,
"Macao SAR, China",MAC,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,94.27539063,92.05500793,95.04109955,97.44342804,98.43685913,,,,,,94.82911682,93.94873,90.64656,88.93242,88.292,88.55246,86.92411,84.0251,82.01217,82.94446,84.7604,89.20522,94.73038,94.77366,91.7711,87.53186,88.67764,95.94263,95.30889,95.62122,
St. Martin (French part),MAF,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,45.15391922,50.4047699,51.49765015,52.99391174,55.70343018,58.2926712,56.73944092,56.68148041,55.83658981,57.07094955,56.88528061,58.48865891,56.7947998,56.72959137,58.00498962,60.00902176,62.19512939,63.36312103,66.18512726,61.07944107,61.11785,57.62601,57.97656,56.2296,56.63932,58.08212,59.45548,59.23594,55.53569,59.04842,54.51866,,54.76913,54.05598,58.36905,56.83902,50.24927,53.97813,50.8886,
Monaco,MCO,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,58.31483078,,,,,66.29625702,,,71.68508911,72.46318817,72.67897034,69.88362122,60.73484039,56.44754028,49.59952927,,,,48.41082001,42.46619,44.08702,47.6343,57.04886,61.99.82,66.05888,70.72472,70.14162,72.62811,74.36624,75.50635,77.14787,79.64987,82.05826,83.75501,83.89848,85.05134,86.46782,86.70315,
Madagascar,MDG,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,4.470320225,,,4.050700188,3.337069988,3.33757,3.34607,,,,7.48835,8.10229,8.3051,8.59782,9.49393,8.51138,,,12.25001,13.79935,18.0224,28.51448,37.56302,39.60987,
Maldives,MDV,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,15.72531033,17.61882973,,,,17.58217049,,,,,,19.45837975,56.29438019,,66.23291779,63.41082001,66.08921814,50.04784012,54.37985992,60.53237,63.44858,67.31794,61.43977,73.92435,78.15394,85.11017,89.21663,,,,,,,,100.0672,97.41828,91.54715,,
Middle East & North Africa,MEA,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,13.48614979,13.4392004,13.73725986,13.70104027,14.06029034,13.31667995,13.43581963,13.60268974,13.5646801,14.15170002,14.3127203,14.53372002,14.76519012,14.40659046,14.43118954,14.48476028,15.02812958,15.85410976,16.27164078,16.0914402,16.89344978,17.32131958,18.06645966,18.88031006,19.61564064,20.86734962,23.17333031,23.47123909,24.6973896,26.50735092,27.28305,27.06863,27.04288,27.2873,30.14118,30.9225,31.05449,31.32504,31.16928,
Mexico,MEX,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,19.47315025,24.71171951,32.36215973,38.68568039,43.30773926,49.10256958,54.31864929,58.03636169,59.77553177,60.67047119,60.34366989,61.58491135,62.18460083,62.88275909,64.79991913,66.79167938,68.54859924,70.16204834,71.93019104,73.13928223,73.94414,74.51638,75.03223,79.96292,82.84139,91.17911,99.47841,99.68484,99.38362,99.45194,100.6777,99.8065,100.5256,70.99702,71.72763,72.00232,72.16989,73.72507,,
Marshall Islands,MHL,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,63.21442032,,,63.74675,,,,,45.92616,48.10794,46.67688,,44.60875,,,,39.11068,38.22368,,,
Middle income,MIC,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,16.48195076,18.11552048,18.55307007,19.58389091,20.60840988,21.88431931,23.43495941,24.99342918,25.86857033,25.7815094,25.66957092,25.58761978,25.91809082,26.04179001,25.92704964,26.49074936,27.00930023,25.22216988,27.98114014,28.4317894,28.75774002,28.63735962,28.33428001,28.96029091,29.74173927,30.55031013,32.90631866,33.87374878,35.52930832,36.50048828,37.2055,39.9928,43.19816,46.07944,46.28015,47.42954,50.47849,52.27281,53.67719,
North Macedonia,MKD,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,22.43699074,22.59091949,24.14422989,25.16346931,25.25790024,25.23167992,26.58485031,28.50779,28.95251,28.80425,29.81234,31.02912,32.03544,34.01889,37.21765,21.69717,23.14177,24.2069,25.41684,28.64236,31.05462,34.22362,35.98802,,,,
Mali,MLI,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,1.291030049,1.363199949,1.560150027,1.748510003,1.540879965,1.53514,1.56158,1.3395,1.75717,2.16989,2.7358,2.96872,3.04174,3.27896,3.18495,3.18469,3.40916,,3.69589,3.94064,4.05509,4.36891,6.85624,6.96079,
Malta,MLT,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,69.73625183,68.17053986,66.39015198,66.20194244,66.85083008,67.19435883,68.0713501,71.05058289,71.81027222,99.42044067,90.3463287,100.5074005,99.4291534,99.6071472,99..3816528,99.1638489,100.592308,99.8075333,99.8566666,100.0450287,100.0468,100.03632,90.25052,90.06409,90.62748,98.76415,99.35057,99.41331,99.79534,99.63588,99.4879,99.6356,99.5479,99.7234,99.0786,100.04361,99.5162,,,
Myanmar,MMR,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,2.071310043,,,,,,,4.41435,4.65101,5.29153,5.69246,7.64601,,,,,,,9.7796,,
Middle East & North Africa (excluding high income),MNA,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,11.61915016,11.51685047,11.73869038,11.65948963,12.13411045,11.35371971,11.41539955,11.62183952,11.55021,12.10906029,12.2899704,12.61495972,12.80772018,12.30554008,12.24915981,12.48136044,13.07406044,13.80257988,14.82520962,14.35381985,15.16784,15.40159988,16.02799034,16.65883064,17.54574966,18.85713005,21.41931915,21.39773941,22.72669983,24.61301041,25.6602,24.99299,24.77005,24.66292,27.54951,28.35967,28.37882,28.67226,28.50489,
Montenegro,MNE,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,32.14054,34.60446,33.69243,31.97883,31.47702,30.80896,26.8869,28.60906,30.37366,31.37583,54.20177,59.71314,,,55.39232,55.51407,62.10577,,
Mongolia,MNG,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,23.19182968,24.25255966,25.06255913,25.5821991,26.30031013,27.71800041,28.90523911,31.54486084,31.0947094,34.75878906,37.02396011,40.18087006,38.60379028,33.63763046,22.9967308,23.13258934,24.49255943,26.57191086,23.55068016,26.59015083,29.42982,31.01541,34.00341,36.82365,38.84726,46.39576,54.26681,54.43833,57.52434,76.3085,78.40819,83.37886,85.11748,77.36561,78.14554,79.23342,82.64599,85.34975,86.66912,
Northern Mariana Islands,MNP,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,11.74738979,15.5916996,17.51567078,16.60782051,11.61781025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,0.383410007,,,,,,,,,,1.9759,1.79954,,,,,,,,,,,10.49137,,,,
Mauritius,MUS,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,26.69342995,25.57753944,24.6889801,,,,,,,,53.86003876,,,84.02590179,,76.32480621,80.32462311,96.07237244,92.22966003,94.3815918,90.95799,92.99054,94.99859,100.72368,90.48523,90.97854,99.4509,96.44548,95.39879,99.10466,100.7142,99.407,99.882,100.8908,99.2048,99.4768,100.5832,90.6606,98.11879,
Malawi,MWI,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.58057,,,167.1451,
Malaysia,MYS,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,22.7277298,,30.54591942,32.63734055,33.11756897,35.19068146,,35.6366806,32.94829178,35.7869606,34.86191177,38.85749817,39.41975021,40.1050415,59.94953156,45.22301865,40.01855087,,56.54228973,54.50276947,52.04752,52.38133,52.66904,55.68067,59.86219,61.8906,57.18682,62.03979,74.3969,76.90992,79.14285,,84.67443,89.40528,93.01386,97.0206,96.94322,99.96703,99.22442,
North America,NAC,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,48.88871002,52.67609024,52.86682892,54.69818115,56.5861702,57.31190109,60.98165131,61.80715179,61.52933884,60.4498291,61.04016876,64.80555725,65.95478821,66.97067261,68.09741211,69.23853302,70.70124817,70.64105988,70.7749176,70.70384216,70.63749695,70.57377625,70.51069641,70.45020294,70.3928299,70.33634186,70.2607193,70.1835022,70.10340881,70.02294922,69.94183,69.98564,70.7451,71.31145,72.28912,71.78549,71.69526,72.65886,72.66131,
Namibia,NAM,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,NCL,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,0.596989989,0.434630007,0.441980004,0.442589998,0.474620014,0.552269995,0.570190012,0.650940001,,1.238770008,1.379459977,1.441319942,1.569589972,1.453480005,,1.086169958,0.983699977,1.086490035,1.147310019,1.079229951,0.92974,1.0694,1.28849,1.35782,1.36795,1.40992,1.68874,1.89021,2.36385,2.93281,3.96691,5.43136,5.97154,6.91352,7.07096,7.34412,7.85291,7.9191,8.0477,
Nigeria,NGA,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,25.51653,,35.88805,44.48098,43.8243,,,38.30992,40.60917,41.83119,,,,,,,,,
Nicaragua,NIC,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,6.829929829,,8.132060051,10.32234955,12.17453957,12.3652401,13.97651005,14.45217991,13.74876976,11.90536022,11.49843025,12.4541502,12.1143198,14.47570992,17.6434803,17.98673058,20.92238998,24.05075073,26.0884304,29.1662693,30.51803,30.33892,33.25572,34.85622,38.099,41.03348,53.91379,55.085,56.46598,,55.59502,,,,,,,,,
Netherlands,NLD,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,99.6922379,99.7838898,99.0147324,99.4108429,99.0800171,99.1430206,99.2653122,99.0621338,97.75299835,96.657341,97.12552643,99.14122009,99.43734741,98.16104126,97.96053314,99.79135132,90.8954315,99.91638947,,,,,,,,,,,,,,89.8003,90.46785,92.82465,93.56597,94.30688,95.10752,94.288,,
Norway,NOR,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,29.8927002,33.67761993,37.12842178,40.29701996,43.64743042,46.87601852,49.57001877,52.41228104,55.00125885,57.72317123,61.43943024,65.63948059,71.38295746,78.04685974,69.0914917,72.62120819,74.59603119,75.97379303,72.88487244,75.01255035,76.41102,77.63443,79.27696,82.00323,85.3643,87.88262,89.65684,91.68963,94.77029,97.43853,98.81916,98.99268,99.05267,98.66316,97.88935,97.27658,95.89945,95.36525,,
Nepal,NPL,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,1.038810015,1.13835001,,,,,,,,,,,,,7.654580116,,10.52385998,12.09438,12.29222,12.17976,17.22261,17.84034,36.08837,,40.64561,62.24113,68.81538,75.2466,82.96986,87.67585,89.11589,90.36234,89.67999,87.57539,88.31593,,
Nauru,NRU,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,52.03804016,,,,,,55.80524063,,,,,,,64.58583069,,80.22388,80.32995,82.33766,78.08765,65.35326,85.77348,90.30899,95.16358,94.84979,,,,79.50392,,,,82.31707,,,
New Zealand,NZL,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,51.68486023,53.14149094,57.34405899,,62.36182022,62.68572998,63.18896103,61.22373962,60.33200836,,,,,,,,,,,,,,,,,,,,,,,,,,90.60912,91.93575,91.46968,,,
OECD members,OED,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,50.80194855,52.50141907,53.78369141,55.57823944,57.38145828,58.8406601,61.03004074,61.70444107,61.89200974,61.76488113,62.46773148,64.05742645,64.71186829,65.69664001,66.91909027,67.86911774,69.23332977,70.03164673,73.42653656,71.93968201,72.40595245,72.85045624,73.24659729,74.103302,74.29646301,76.51157379,77.91924286,79.14466858,79.66825867,79.8642807,80.80888,81.76816,82.61147,78.39774,78.96429,79.65055,80.51183,81.07868,79.64796,
Oman,OMN,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,0.52640003,0.831830025,0.988590002,0.926580012,1.640310049,1.586580038,2.319849968,2.408390045,2.536710024,2.560440063,3.023010015,3.424669981,3.562710047,3.78779006,4.229720116,4.346000195,5.321849823,5.800580025,,,,,,,,,39.35301,46.05642,45.79904,,55.59231,53.24222,51.42043,56.41411,57.8054,56.88308,53.76468,52.21419,
Other small states,OSS,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,22.38441086,22.43013,22.37812042,22.69285011,22.9296093,23.04615974,23.2887001,23.18814087,23.49788094,23.70129013,23.83060074,25.27503014,25.08505058,26.02586937,25.61727905,25.77523041,26.2526207,26.91040039,26.57928085,26.68663025,26.51502037,27.93398094,28.91312027,29.19215965,29.91152,30.47579956,30.78582954,31.71640968,33.7023201,34.70737076,34.91375,36.19787,35.89437,36.18544,37.56708,38.44584,38.61573,38.70329,39.15349,
Pakistan,PAK,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,60.93385,54.76175,41.51321,35.741,40.55523,45.97943,64.03818,72.12748,76.8891,73.00778,,,71.65785,73.06751,67.15566,69.18301,69.26129,76.79456,82.95534,
Panama,PAN,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,32.20285034,39.8309288,43.18341064,45.08470154,46.02510071,47.54832077,50.66857147,56.41366959,55.7379303,54.02315903,51.40911102,55.58134079,54.52727127,57.71894836,66.29618073,66.19158936,73.1782608,,,37.91783142,43.45337,48.77406,53.47885,50.79849,52.6178,59.96853,65.44386,68.76655,67.26614,64.00641,64.82794,63.36124,65.925,45.93662,46.74289,50.35317,61.39243,62.23504,,
Peru,PER,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,14.42066002,15.57999039,17.17946053,18.56015015,,20.3516407,22.15637016,24.74790955,27.3640995,30.25728989,27.93157959,28.33016968,28.95915031,31.52799034,31.83024025,33.5839119,35.59592819,36.76993179,55.71543121,55.00642014,57.92048,61.36424,59.39997,59.00154,62.09192,64.01458,65.09154,69.32863,73.37551,77.66918,78.86466,76.61785,76.45923,83.46415,86.90344,89.16901,93.69795,98.24328,99.5169,
Philippines,PHL,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,9.070710182,10.81389046,11.06686974,12.29407024,11.73379993,12.26276016,12.50983047,12.67827034,13.2094202,18.67997932,22.93124008,21.63121986,23.13711929,24.85379028,29.16713905,28.97767067,28.67452049,28.84758949,29.60829926,25.42441,28.95392,31.20253,35.8991,36.63072,37.30596,41.6174,43.80621,45.75659,53.4949,,,,,,90.0484,95.16984,80.69254,,
Palau,PLW,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,61.65414047,64.09736,,72.99185,81.96721,88.12155,,,,,,,,,77.98658,71.64592,,,,,
Papua New Guinea,PNG,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,0.150110006,0.162210003,,0.48980999,,0.475270003,0.467420012,0.374779999,0.418309987,0.348089993,0.256799996,0.311839998,0.507059991,0.545080006,0.892390013,,,33.1583519,,,,58.05016,,,,,,95.77875,,,,,,,,43.15852,,,
Poland,POL,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,56.69945908,55.9561882,52.15813828,50.06877136,47.42995071,48.54080963,50.46517181,51.65962982,51.77159119,51.04753113,49.3340416,46.89632034,43.47814941,42.18719864,42.88008881,44.66603851,45.69173813,46.77891922,47.50498962,47.40396881,47.23662,47.36846,47.66103,49.83653,52.09919,54.23524,56.63335,59.53067,60.95602,64.43068,69.07934,72.65591,77.08565,77.66025,79.91196,,,81.14455,,
Pre-demographic dividend,PRE,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,15.71179962,15.68330002,15.50979042,15.38195992,15.26128006,15.18752956,15.42055988,15.35359955,15.46835041,15.6045599,15.58920956,15.59603977,15.63220978,15.53884029,15.25337029,15.25316048,15.31772995,15.11972046,15.05780983,13.61174965,14.46780014,15.11734009,16.62158012,18.18518066,19.85784912,20.81675911,21.98564911,19.8799.999,19.19907951,20.2829895,20.48141,22.71958,24.82052,27.36788,20.31698,21.65647,29.88987,31.06349,31.57048,
Puerto Rico,PRI,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.12136,99.5645,99.5489,54.85882,,29.88999,29.28733,,,
"Korea, Dem. People’s Rep.",PRK,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,15.73746967,19.8635006,22.64422035,23.61763,24.95791054,25.26524925,28.72542953,31.20821953,30.71412086,,34.38360977,50.68180847,,53.16225052,55.69844055,57.10427856,60.17335892,,65.41651917,68.1792984,72.28641,75.4116,76.05264,78.54535,79.32812,80.62717,81.08655,80.95314,81.60051,85.00599,87.44343,90.69098,90.78031,90.2591,91.51481,93.37854,93.77346,93.88086,,
Paraguay,PRY,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,4.041490078,,4.504399776,,,5.888150215,6.555150032,6.948740005,8.437649727,8.189629555,9.107170105,10.27486992,10.51572037,13.99921036,12.76463985,15.5567503,18.14748001,21.17750931,27.10593033,29.32337952,31.22324,32.8551,32.66266,34.34435,34.81158,35.29178,35.54745,37.46075,39.39366,38.69657,38.91577,37.84226,37.05118,,,,43.78909,,,
